taxon,dlc_id,hybrid,sex,name,current_resident,stud_book,dob,birth_month,estimated_dob,birth_type,birth_institution,litter_size,expected_gestation,estimated_concep,concep_month,dam_id,dam_name,dam_taxon,dam_dob,dam_age_at_concep_y,sire_id,sire_name,sire_taxon,sire_dob,sire_age_at_concep_y,dod,age_at_death_y,age_of_living_y,age_last_verified_y,age_max_live_or_dead_y,n_known_offspring,dob_estimated,weight_g,weight_date,month_of_weight,age_at_wt_d,age_at_wt_wk,age_at_wt_mo,age_at_wt_mo_no_dec,age_at_wt_y,change_since_prev_wt_g,days_since_prev_wt,avg_daily_wt_change_g,days_before_death,r_min_dam_age_at_concep_y,age_category,preg_status,expected_gestation_d,concep_date_if_preg,infant_dob_if_preg,days_before_inf_birth_if_preg,pct_preg_remain_if_preg,infant_lit_sz_if_preg
EMON,6551,N,F,XIMENA,N,1200,1993-05-18,5,NA,CB,Duke Lemur Center,1,127,1993-01-11,1,5724,ELENA,EMON,1982-10-01,10.29,5722,Sancho,EMON,1982-10-01,10.29,1995-09-14,2.33,NA,NA,2.33,NA,NA,65,1993-05-19,5,1,0.14,0.03,0,0,NA,NA,NA,848,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6552,N,F,GORDA,N,20,1971-05-04,5,NA,CB,Philadelphia Zoo,NA,127,1970-12-28,12,oi_100071,NA,NA,NA,NA,oi_100075,NA,NA,NA,NA,1997-12-05,26.61,NA,NA,26.61,NA,NA,1590,1991-04-16,4,7287,1041,239.57,239,19.96,NA,NA,NA,2425,1.76,adult,NP,NA,NA,NA,NA,NA,NA
ERUB,6559,N,M,PAIUTE,N,61,1993-09-10,9,NA,CB,Duke Lemur Center,1,120,1993-05-13,5,6038,Dido II,ERUB,1984-10-01,8.62,6121,Mohawk,ERUB,1982-10-01,10.62,2010-04-29,16.64,NA,NA,16.64,NA,NA,83.5,1993-09-15,9,5,0.71,0.16,0,0.01,NA,NA,NA,6070,1.78,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6571,N,M,KATINA-C,N,2466,1994-03-19,3,NA,CB,Duke Lemur Center,2,138,1993-11-01,11,6140,KATINA,LCAT,1987-03-19,6.63,NA,NA,NA,NA,NA,1994-03-25,0.02,NA,NA,0.02,NA,NA,97.4,1994-03-25,3,6,0.86,0.2,0,0.02,NA,NA,NA,0,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6572,N,M,NIKANDROS,N,2467,1994-03-19,3,NA,CB,Duke Lemur Center,2,138,1993-11-01,11,6140,KATINA,LCAT,1987-03-19,6.63,NA,NA,NA,NA,NA,2008-10-23,14.61,NA,NA,14.61,NA,NA,540,1994-06-29,6,102,14.57,3.35,3,0.28,NA,NA,NA,5230,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6574,N,M,CHAROPS,N,2473,1994-03-23,3,NA,CB,Duke Lemur Center,2,138,1993-11-05,11,5984,CLEIS,LCAT,1985-04-09,8.58,NA,NA,NA,NA,NA,2018-12-29,24.79,NA,NA,24.79,NA,NA,610,1994-07-13,7,112,16,3.68,3,0.31,NA,NA,NA,8935,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6575,N,F,CHARISSA,N,2474,1994-03-23,3,NA,CB,Duke Lemur Center,2,138,1993-11-05,11,5984,CLEIS,LCAT,1985-04-09,8.58,NA,NA,NA,NA,NA,NA,NA,NA,14.59,14.59,1,NA,610,1994-07-13,7,112,16,3.68,3,0.31,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6576,N,F,CASSANDRA,N,2475,1994-03-23,3,NA,CB,Duke Lemur Center,1,138,1993-11-05,11,6276,Dory,LCAT,1989-03-15,4.65,NA,NA,NA,NA,NA,NA,NA,NA,24.42,24.42,1,NA,751,1994-07-13,7,112,16,3.68,3,0.31,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6578,N,F,PHILA II,N,2479,1994-03-25,3,NA,CB,Duke Lemur Center,1,138,1993-11-07,11,6280,NINNA,LCAT,1989-03-15,4.65,NA,NA,NA,NA,NA,NA,NA,NA,1.92,1.92,NA,NA,588,1994-07-12,7,109,15.57,3.58,3,0.3,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6579,N,F,CALISTA,N,2480,1994-03-25,3,NA,CB,Duke Lemur Center,1,138,1993-11-07,11,5847,CORINNA,LCAT,1984-03-16,9.65,NA,NA,NA,NA,NA,NA,NA,NA,1.92,1.92,NA,NA,778,1994-07-12,7,109,15.57,3.58,3,0.3,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
ERUB,6589,N,F,SEMINOLE-C,N,66,1994-04-20,4,NA,CB,Duke Lemur Center,1,120,1993-12-21,12,6122,SEMINOLE,ERUB,1982-10-01,11.23,6392,Navajo,ERUB,1988-10-01,5.22,1994-04-20,0,NA,NA,0,NA,NA,86.7,1994-04-20,4,0,0,0,0,0,NA,NA,NA,0,1.78,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6594,N,M,DEMOCRITUS,N,2496,1994-05-04,5,NA,CB,Duke Lemur Center,1,138,1993-12-17,12,6159,CLEOMENIS,LCAT,1987-04-15,6.68,NA,NA,NA,NA,NA,NA,NA,NA,1.81,1.81,NA,NA,461,1994-07-13,7,70,10,2.3,2,0.19,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6598,N,M,NANNO,N,2499,1994-05-10,5,NA,CB,Duke Lemur Center,1,138,1993-12-23,12,2543,LYSIS,LCAT,1976-03-29,17.75,NA,NA,NA,NA,NA,1999-10-14,5.43,NA,NA,5.43,NA,NA,361,1994-07-12,7,63,9,2.07,2,0.17,NA,NA,NA,1920,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
ERUB,6603,N,F,WINNEBAGO,N,70,1994-06-03,6,NA,CB,Duke Lemur Center,1,120,1994-02-03,2,6038,Dido II,ERUB,1984-10-01,9.35,6121,Mohawk,ERUB,1982-10-01,11.35,2016-03-19,21.81,NA,NA,21.81,1,NA,150,1994-06-14,6,11,1.57,0.36,0,0.03,NA,NA,NA,7949,1.78,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6606,N,F,CECILIA,N,148,1994-06-15,6,NA,CB,Duke Lemur Center,1,127,1994-02-08,2,6396,ANITA,EMON,1988-05-19,5.73,4504,PIERROT,EMON,1976-05-15,17.75,NA,NA,NA,24.5,24.5,NA,NA,650,1994-11-30,11,168,24,5.52,5,0.46,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6609,N,F,ANN,N,120,1991-06-15,6,NA,CB,Philadelphia Zoo,NA,127,1991-02-08,2,oi_100074,NA,NA,NA,NA,oi_101359,NA,NA,NA,NA,NA,NA,NA,20.22,20.22,NA,NA,1720,1994-12-15,12,1279,182.71,42.05,42,3.5,NA,NA,NA,NA,1.76,young_adult,NP,NA,NA,NA,NA,NA,NA
LCAT,6616,N,M,CERCOPS,N,2545,1995-03-16,3,NA,CB,Duke Lemur Center,1,138,1994-10-29,10,6229,Chloris,LCAT,1988-04-17,6.54,MULT,NA,NA,NA,NA,2017-06-08,22.25,NA,NA,22.25,NA,NA,269,1995-04-19,4,34,4.86,1.12,1,0.09,NA,NA,NA,8086,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6621,N,M,ZIPOETES,N,2553,1995-03-23,3,NA,CB,Duke Lemur Center,2,138,1994-11-05,11,6140,KATINA,LCAT,1987-03-19,7.64,MULT,NA,NA,NA,NA,1996-04-03,1.03,NA,NA,1.03,NA,NA,1220,1995-11-15,11,237,33.86,7.79,7,0.65,NA,NA,NA,140,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6622,N,M,Teres,Y,2554,1995-03-23,3,NA,CB,Duke Lemur Center,1,138,1994-11-05,11,6276,Dory,LCAT,1989-03-15,5.65,MULT,NA,NA,NA,NA,NA,NA,23.89,NA,23.89,NA,NA,1560,1995-09-26,9,187,26.71,6.15,6,0.51,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6623,N,F,ALEXANDRA,N,2556,1995-03-24,3,NA,CB,Duke Lemur Center,1,138,1994-11-06,11,6280,NINNA,LCAT,1989-03-15,5.65,MULT,NA,NA,NA,NA,NA,NA,NA,23.04,23.04,NA,NA,1280,1995-11-15,11,236,33.71,7.76,7,0.65,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
ERUB,6629,N,F,Fox,N,75,1995-04-07,4,NA,CB,Duke Lemur Center,1,120,1994-12-08,12,6038,Dido II,ERUB,1984-10-01,10.19,6121,Mohawk,ERUB,1982-10-01,12.19,2015-06-16,20.21,NA,NA,20.21,1,NA,2560,1997-05-02,5,756,108,24.85,24,2.07,NA,NA,NA,6619,1.78,young_adult,P,120,1997-01-14,1997-05-14,12,0.1,1
EMON,6630,N,F,ROSALITA,N,154,1995-04-09,4,NA,CB,Duke Lemur Center,1,127,1994-12-03,12,6263,Moheli,EMON,1987-05-13,7.56,6226,JORGE,EMON,1988-04-15,6.64,2017-09-21,22.47,NA,NA,22.47,1,NA,748.4,1995-08-22,8,135,19.29,4.44,4,0.37,NA,NA,NA,8066,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6642,N,F,AMAZONIA,N,2592,1995-05-12,5,NA,CB,Duke Lemur Center,1,138,1994-12-25,12,2543,LYSIS,LCAT,1976-03-29,18.75,MULT,NA,NA,NA,NA,NA,NA,NA,0.79,0.79,NA,NA,650,1995-09-27,9,138,19.71,4.54,4,0.38,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6644,N,M,JOSE-LUIS,N,156,1995-05-19,5,NA,CB,Duke Lemur Center,1,127,1995-01-12,1,6396,ANITA,EMON,1988-05-19,6.65,4504,PIERROT,EMON,1976-05-15,18.67,NA,NA,NA,18.73,18.73,NA,NA,200,1995-06-20,6,32,4.57,1.05,1,0.09,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6645,N,F,Guadalupe,N,157,1995-05-26,5,NA,CB,Duke Lemur Center,1,127,1995-01-19,1,5952,CONCEPCION,EMON,1984-10-15,10.27,6344,Julio,EMON,1990-03-19,4.84,2014-11-26,19.52,NA,NA,19.52,NA,NA,150,1995-07-13,7,48,6.86,1.58,1,0.13,NA,NA,NA,7076,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6647,N,M,VALGIUS,N,2595,1995-06-04,6,NA,CB,Duke Lemur Center,2,138,1995-01-17,1,5984,CLEIS,LCAT,1985-04-09,9.78,MULT,NA,NA,NA,NA,NA,NA,NA,23.42,23.42,NA,NA,470,1995-09-26,9,114,16.29,3.75,3,0.31,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6648,N,F,STEPHANUS,N,2596,1995-06-04,6,NA,CB,Duke Lemur Center,2,138,1995-01-17,1,5984,CLEIS,LCAT,1985-04-09,9.78,MULT,NA,NA,NA,NA,1997-04-17,1.87,NA,NA,1.87,NA,NA,450,1995-09-26,9,114,16.29,3.75,3,0.31,NA,NA,NA,569,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6656,N,F,ANACTORIA II,N,2667,1996-03-14,3,NA,CB,Duke Lemur Center,1,138,1995-10-28,10,6533,THYREA,LCAT,1993-03-21,2.61,NA,NA,NA,NA,NA,NA,NA,NA,22.73,22.73,NA,NA,1230,1996-09-11,9,181,25.86,5.95,5,0.5,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6659,N,M,PHOTIUS,N,2669,1996-03-17,3,NA,CB,Duke Lemur Center,1,138,1995-10-31,10,6229,Chloris,LCAT,1988-04-17,7.54,NA,NA,NA,NA,NA,2003-09-01,7.46,NA,NA,7.46,NA,NA,86,1996-03-20,3,3,0.43,0.1,0,0.01,NA,NA,NA,2721,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
ERUB,6662,N,M,Seminole-E,N,82,1996-03-21,3,NA,CB,Duke Lemur Center,1,120,1995-11-22,11,6122,SEMINOLE,ERUB,1982-10-01,13.15,6392,Navajo,ERUB,1988-10-01,7.15,1996-04-06,0.04,NA,NA,0.04,NA,NA,92,1996-03-21,3,0,0,0,0,0,NA,NA,NA,16,1.78,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6664,N,M,RAMPHIAS,N,2687,1996-03-26,3,NA,CB,Duke Lemur Center,1,138,1995-11-09,11,6140,KATINA,LCAT,1987-03-19,8.65,MULT,NA,NA,NA,NA,NA,NA,NA,5.85,5.85,NA,NA,1000,1996-09-10,9,168,24,5.52,5,0.46,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6665,N,M,PANTORES II,N,2688,1996-03-26,3,NA,CB,Duke Lemur Center,1,138,1995-11-09,11,5847,CORINNA,LCAT,1984-03-16,11.66,MULT,NA,NA,NA,NA,2006-11-13,10.64,NA,NA,10.64,NA,NA,1030,1996-09-10,9,168,24,5.52,5,0.46,NA,NA,NA,3716,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6675,N,M,FELIX,N,1204,1996-04-16,4,NA,CB,Duke Lemur Center,1,127,1995-12-11,12,6263,Moheli,EMON,1987-05-13,8.59,5955,FIDEL,EMON,1985-01-13,10.92,NA,NA,NA,22.73,22.73,NA,NA,1200,1997-04-14,4,363,51.86,11.93,11,0.99,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6676,N,M,Felipe,N,1205,1996-04-22,4,NA,CB,Duke Lemur Center,1,127,1995-12-17,12,5952,CONCEPCION,EMON,1984-10-15,11.18,6344,Julio,EMON,1990-03-19,5.75,NA,NA,NA,22.65,22.65,2,NA,78,1996-05-02,5,10,1.43,0.33,0,0.03,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6686,N,F,PHILENA,N,1207,1996-05-17,5,NA,CB,Duke Lemur Center,1,127,1996-01-11,1,6396,ANITA,EMON,1988-05-19,7.65,4504,PIERROT,EMON,1976-05-15,19.67,2013-01-10,16.66,NA,NA,16.66,1,NA,1050,1997-02-05,2,264,37.71,8.68,8,0.72,NA,NA,NA,5818,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6687,N,F,CLEOBULUS,N,2711,1996-05-26,5,NA,CB,Duke Lemur Center,1,138,1996-01-09,1,6280,NINNA,LCAT,1989-03-15,6.82,MULT,NA,NA,NA,NA,1997-08-15,1.22,NA,NA,1.22,NA,NA,750,1996-09-10,9,107,15.29,3.52,3,0.29,NA,NA,NA,339,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6688,N,M,THRASON,N,2712,1996-05-29,5,NA,CB,Duke Lemur Center,1,138,1996-01-12,1,6159,CLEOMENIS,LCAT,1987-04-15,8.75,NA,NA,NA,NA,NA,2002-09-13,6.3,NA,NA,6.3,2,NA,580,1996-09-11,9,105,15,3.45,3,0.29,NA,NA,NA,2193,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6700,N,F,Adrianna,N,1217,1997-03-21,3,NA,CB,Duke Lemur Center,1,127,1996-11-14,11,6102,Flor,EMON,1986-05-20,10.5,6237,FABIO,EMON,1988-04-23,8.57,NA,NA,NA,16.89,16.89,NA,NA,54,1997-03-21,3,0,0,0,0,0,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6704,N,F,ANDROMEDA,N,2776,1997-04-09,4,NA,CB,Duke Lemur Center,2,138,1996-11-22,11,6140,KATINA,LCAT,1987-03-19,9.69,MULT,NA,NA,NA,NA,2015-01-05,17.75,NA,NA,17.75,NA,NA,184,1997-05-09,5,30,4.29,0.99,0,0.08,NA,NA,NA,6450,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6705,N,M,ODYSSEUS,N,2777,1997-04-09,4,NA,CB,Duke Lemur Center,2,138,1996-11-22,11,6140,KATINA,LCAT,1987-03-19,9.69,MULT,NA,NA,NA,NA,2015-12-21,18.71,NA,NA,18.71,NA,NA,183,1997-05-09,5,30,4.29,0.99,0,0.08,NA,NA,NA,6800,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6706,N,M,PHARAX II,N,2778,1997-04-09,4,NA,CB,Duke Lemur Center,2,138,1996-11-22,11,6280,NINNA,LCAT,1989-03-15,7.7,MULT,NA,NA,NA,NA,NA,NA,NA,21.58,21.58,NA,NA,200,1997-05-09,5,30,4.29,0.99,0,0.08,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6707,N,F,ERETRIA,N,2779,1997-04-09,4,NA,CB,Duke Lemur Center,2,138,1996-11-22,11,6280,NINNA,LCAT,1989-03-15,7.7,MULT,NA,NA,NA,NA,1997-07-18,0.27,NA,NA,0.27,NA,NA,226,1997-05-09,5,30,4.29,0.99,0,0.08,NA,NA,NA,70,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6708,N,F,CLEANDER,N,2783,1997-04-11,4,NA,CB,Duke Lemur Center,1,138,1996-11-24,11,5847,CORINNA,LCAT,1984-03-16,12.7,MULT,NA,NA,NA,NA,2010-07-02,13.23,NA,NA,13.23,NA,NA,215,1997-05-09,5,28,4,0.92,0,0.08,NA,NA,NA,4802,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6709,N,F,APOLLONUS,N,2784,1997-04-11,4,NA,CB,Duke Lemur Center,1,138,1996-11-24,11,6159,CLEOMENIS,LCAT,1987-04-15,9.62,MULT,NA,NA,NA,NA,NA,NA,NA,21.44,21.44,3,NA,228,1997-05-13,5,32,4.57,1.05,1,0.09,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6710,N,M,SATYRUS II,N,2785,1997-04-11,4,NA,CB,Duke Lemur Center,1,138,1996-11-24,11,6576,CASSANDRA,LCAT,1994-03-23,2.68,MULT,NA,NA,NA,NA,NA,NA,NA,15.59,15.59,NA,NA,1020,1997-10-22,10,194,27.71,6.38,6,0.53,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6711,N,F,Sosiphanes,Y,2787,1997-04-13,4,NA,CB,Duke Lemur Center,1,138,1996-11-26,11,5984,CLEIS,LCAT,1985-04-09,11.64,MULT,NA,NA,NA,NA,NA,NA,21.83,NA,21.83,4,NA,222,1997-05-13,5,30,4.29,0.99,0,0.08,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6713,N,M,MERCEDES,N,1218,1997-04-18,4,NA,CB,Duke Lemur Center,1,127,1996-12-12,12,6263,Moheli,EMON,1987-05-13,9.59,5955,FIDEL,EMON,1985-01-13,11.92,NA,NA,NA,21.73,21.73,NA,NA,360,1997-06-30,6,73,10.43,2.4,2,0.2,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
ERUB,6714,N,M,SEMINOLE-F,N,98,1997-05-02,5,NA,CB,Duke Lemur Center,1,120,1997-01-02,1,6122,SEMINOLE,ERUB,1982-10-01,14.27,6392,Navajo,ERUB,1988-10-01,8.26,1997-05-02,0,NA,NA,0,NA,NA,87,1997-05-02,5,0,0,0,0,0,NA,NA,NA,0,1.78,IJ,NP,NA,NA,NA,NA,NA,NA
ERUB,6715,N,M,CREE,N,100,1997-05-14,5,NA,CB,Duke Lemur Center,1,120,1997-01-14,1,6629,Fox,ERUB,1995-04-07,1.78,6121,Mohawk,ERUB,1982-10-01,14.3,1997-08-28,0.29,NA,NA,0.29,NA,NA,118,1997-06-03,6,20,2.86,0.66,0,0.05,NA,NA,NA,86,1.78,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6717,N,M,Paco,N,1219,1997-06-26,6,NA,CB,Duke Lemur Center,1,127,1997-02-19,2,5952,CONCEPCION,EMON,1984-10-15,12.36,6344,Julio,EMON,1990-03-19,6.93,2017-04-05,19.79,NA,NA,19.79,5,NA,250,1997-09-16,9,82,11.71,2.7,2,0.22,NA,NA,NA,7141,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6722,N,F,SELENA,N,1212,1997-06-11,6,NA,CB,Greensboro Science Center,NA,127,1997-02-04,2,6218,ANA,EMON,1988-04-02,8.85,6432,CHE,EMON,1991-05-04,5.76,NA,NA,NA,21,21,NA,NA,1580,2001-10-09,10,1581,225.86,51.98,51,4.33,NA,NA,NA,NA,1.76,adult,NP,NA,NA,NA,NA,NA,NA
LCAT,6760,N,M,Katina-E,N,2976,2000-03-17,3,NA,CB,Duke Lemur Center,2,138,1999-10-31,10,6140,KATINA,LCAT,1987-03-19,12.63,6435,GELON,LCAT,1991-05-13,8.47,2000-04-11,0.07,NA,NA,0.07,NA,NA,87,2000-03-20,3,3,0.43,0.1,0,0.01,NA,NA,NA,22,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6761,N,F,Dorieus,N,2977,2000-03-17,3,NA,CB,Duke Lemur Center,2,138,1999-10-31,10,6140,KATINA,LCAT,1987-03-19,12.63,6435,GELON,LCAT,1991-05-13,8.47,2019-01-08,18.82,NA,NA,18.82,13,NA,84,2000-03-20,3,3,0.43,0.1,0,0.01,NA,NA,NA,6868,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6763,N,F,PRIAM,N,2980,2000-03-22,3,NA,CB,Duke Lemur Center,1,138,1999-11-05,11,6280,NINNA,LCAT,1989-03-15,10.65,6435,GELON,LCAT,1991-05-13,8.49,2004-09-27,4.52,NA,NA,4.52,NA,NA,79,2000-03-23,3,1,0.14,0.03,0,0,NA,NA,NA,1649,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6764,N,M,Myrto II,N,2989,2000-03-26,3,NA,CB,Duke Lemur Center,2,138,1999-11-09,11,5847,CORINNA,LCAT,1984-03-16,15.66,6435,GELON,LCAT,1991-05-13,8.5,2013-09-30,13.52,NA,NA,13.52,NA,NA,85,2000-03-27,3,1,0.14,0.03,0,0,NA,NA,NA,4935,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6765,N,F,Charias,N,2990,2000-03-26,3,NA,CB,Duke Lemur Center,2,138,1999-11-09,11,5847,CORINNA,LCAT,1984-03-16,15.66,6435,GELON,LCAT,1991-05-13,8.5,2006-04-14,6.05,NA,NA,6.05,NA,NA,76,2000-03-27,3,1,0.14,0.03,0,0,NA,NA,NA,2209,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6795,N,M,Cyrus,N,3125,2002-03-29,3,NA,CB,Duke Lemur Center,2,138,2001-11-11,11,6140,KATINA,LCAT,1987-03-19,14.66,6688,THRASON,LCAT,1996-05-29,5.46,NA,NA,NA,16.68,16.68,NA,NA,92,2002-04-01,4,3,0.43,0.1,0,0.01,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6796,N,F,Artemesia,N,3126,2002-03-29,3,NA,CB,Duke Lemur Center,2,138,2001-11-11,11,6140,KATINA,LCAT,1987-03-19,14.66,6688,THRASON,LCAT,1996-05-29,5.46,NA,NA,NA,16.57,16.57,2,NA,83,2002-04-01,4,3,0.43,0.1,0,0.01,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6808,N,F,Molon,N,3228,2003-03-18,3,NA,CB,Duke Lemur Center,1,138,2002-10-31,10,6761,Dorieus,LCAT,2000-03-17,2.62,6322,HECTOR,LCAT,1989-06-07,13.41,2004-10-25,1.61,NA,NA,1.61,NA,NA,49,2003-03-18,3,0,0,0,0,0,NA,NA,NA,587,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6811,N,M,Demonax,N,3243,2003-04-15,4,NA,CB,Duke Lemur Center,2,138,2002-11-28,11,6140,KATINA,LCAT,1987-03-19,15.71,6322,HECTOR,LCAT,1989-06-07,13.48,NA,NA,NA,15.73,15.73,NA,NA,83,2003-04-15,4,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6812,N,M,Magnes,N,3244,2003-04-15,4,NA,CB,Duke Lemur Center,2,138,2002-11-28,11,6140,KATINA,LCAT,1987-03-19,15.71,6322,HECTOR,LCAT,1989-06-07,13.48,2007-07-28,4.29,NA,NA,4.29,NA,NA,90,2003-04-15,4,0,0,0,0,0,NA,NA,NA,1565,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6830,N,F,Nicaea,N,3274,2004-03-18,3,NA,CB,Duke Lemur Center,2,138,2003-11-01,11,6276,Dory,LCAT,1989-03-15,14.64,6440,Aracus,LCAT,1991-05-23,12.45,2011-12-22,7.77,NA,NA,7.77,NA,NA,54,2004-03-19,3,1,0.14,0.03,0,0,NA,NA,NA,2834,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6831,N,F,Tellus,Y,3275,2004-03-18,3,NA,CB,Duke Lemur Center,2,138,2003-11-01,11,6276,Dory,LCAT,1989-03-15,14.64,6440,Aracus,LCAT,1991-05-23,12.45,NA,NA,14.9,NA,14.9,NA,NA,56,2004-03-19,3,1,0.14,0.03,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6832,N,F,Nebuchadrezzer,N,3278,2004-03-26,3,NA,CB,Duke Lemur Center,1,138,2003-11-09,11,6140,KATINA,LCAT,1987-03-19,16.65,6322,HECTOR,LCAT,1989-06-07,14.43,NA,NA,NA,14.73,14.73,1,NA,89,2004-03-26,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6835,N,M,Berisades,Y,3280,2004-03-28,3,NA,CB,Duke Lemur Center,2,138,2003-11-11,11,6711,Sosiphanes,LCAT,1997-04-13,6.58,6440,Aracus,LCAT,1991-05-23,12.48,NA,NA,14.87,NA,14.87,NA,NA,64,2004-03-29,3,1,0.14,0.03,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6836,N,M,Dorieus-A,N,3284,2004-04-05,4,NA,CB,Duke Lemur Center,1,138,2003-11-19,11,6761,Dorieus,LCAT,2000-03-17,3.68,6322,HECTOR,LCAT,1989-06-07,14.46,2004-04-13,0.02,NA,NA,0.02,NA,NA,51,2004-04-06,4,1,0.14,0.03,0,0,NA,NA,NA,7,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6837,N,M,Ivy,N,3288,2004-05-04,5,NA,CB,Duke Lemur Center,1,138,2003-12-18,12,5984,CLEIS,LCAT,1985-04-09,18.7,6440,Aracus,LCAT,1991-05-23,12.58,NA,NA,NA,14.45,14.45,NA,NA,72,2004-05-04,5,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6846,N,M,Freddie,N,2119,1990-04-29,4,NA,CB,AlphaGenesis (Lab Animal Breeders Svc),NA,138,1989-12-12,12,oi_T-2905,NA,NA,NA,NA,oi_UNK,NA,NA,NA,NA,2005-09-29,15.43,NA,NA,15.43,NA,NA,2115,2005-02-15,2,5406,772.29,177.73,177,14.81,NA,NA,NA,226,1.32,adult,NP,NA,NA,NA,NA,NA,NA
